"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"3CW","BC45S7","EK14W1","SL051","Between Cross Passage S05 & S06, West Carriageway, Northbound","L003","06203-L003-SL051","North South Motorway;Southern Tunnels;Between Cross Passage S05 & S06, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL051","Between Cross Passage S05 & S06, West Carriageway, Northbound","3051,3056","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:01 AM","John Marsden-T2D","261"
"3CW","HZ19N1","EK14W1","SL052","Between Cross Passage S05 & S06, East Carriageway, Southbound","L003","06203-L003-SL052","North South Motorway;Southern Tunnels;Between Cross Passage S05 & S06, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL052","Between Cross Passage S05 & S06, East Carriageway, Southbound","3052,3057","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:01 AM","John Marsden-T2D","262"
"3IN","PD95H4","EK14W1","SL053","Invert Between Cross Passage S05 & S06, West Carriageway, Northbound","L003","06203-L003-SL053","North South Motorway;Southern Tunnels;Invert Between Cross Passage S05 & S06, West Carriageway, Northbound","06203","North South Motorway","L003","3053","SL053","Invert Between Cross Passage S05 & S06, West Carriageway, Northbound","3053","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","263"
"3IN","DK28A2","EK14W1","SL054","Invert Between Cross Passage S05 & S06, East Carriageway, Southbound","L003","06203-L003-SL054","North South Motorway;Southern Tunnels;Invert Between Cross Passage S05 & S06, East Carriageway, Southbound","06203","North South Motorway","L003","3054","SL054","Invert Between Cross Passage S05 & S06, East Carriageway, Southbound","3054","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","264"
"3XP","AK78L2","EK14W1","SN060","Cross Passage S06","L003","06203-L003-SN060","North South Motorway;Southern Tunnels;Cross Passage S06","06203","North South Motorway","L003","3060","SN060","Cross Passage S06","3060","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","265"
"3CW","QE00A3","EK14W1","SL061","Between Cross Passage S06 & S07, West Carriageway, Northbound","L003","06203-L003-SL061","North South Motorway;Southern Tunnels;Between Cross Passage S06 & S07, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL061","Between Cross Passage S06 & S07, West Carriageway, Northbound","3061,3066","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:01 AM","John Marsden-T2D","266"
"3CW","YX49Q8","EK14W1","SL062","Between Cross Passage S06 & S07, East Carriageway, Southbound","L003","06203-L003-SL062","North South Motorway;Southern Tunnels;Between Cross Passage S06 & S07, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL062","Between Cross Passage S06 & S07, East Carriageway, Southbound","3062,3067","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:01 AM","John Marsden-T2D","267"
"3IN","PW30P7","EK14W1","SL063","Invert Between Cross Passage S06 & S07, West Carriageway, Northbound","L003","06203-L003-SL063","North South Motorway;Southern Tunnels;Invert Between Cross Passage S06 & S07, West Carriageway, Northbound","06203","North South Motorway","L003","3063","SL063","Invert Between Cross Passage S06 & S07, West Carriageway, Northbound","3063","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","268"
"3IN","DT46B4","EK14W1","SL064","Invert Between Cross Passage S06 & S07, East Carriageway, Southbound","L003","06203-L003-SL064","North South Motorway;Southern Tunnels;Invert Between Cross Passage S06 & S07, East Carriageway, Southbound","06203","North South Motorway","L003","3064","SL064","Invert Between Cross Passage S06 & S07, East Carriageway, Southbound","3064","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","269"
"3XP","XO22G8","EK14W1","SN070","Cross Passage S07","L003","06203-L003-SN070","North South Motorway;Southern Tunnels;Cross Passage S07","06203","North South Motorway","L003","3070","SN070","Cross Passage S07","3070","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","270"
"3CW","KC04K4","EK14W1","SL071","Between Cross Passage S07 & S08, West Carriageway, Northbound","L003","06203-L003-SL071","North South Motorway;Southern Tunnels;Between Cross Passage S07 & S08, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL071","Between Cross Passage S07 & S08, West Carriageway, Northbound","3071,3076","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:01 AM","John Marsden-T2D","271"
"3CW","XX08Y5","EK14W1","SL072","Between Cross Passage S07 & S08, East Carriageway, Southbound","L003","06203-L003-SL072","North South Motorway;Southern Tunnels;Between Cross Passage S07 & S08, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL072","Between Cross Passage S07 & S08, East Carriageway, Southbound","3072,3077","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","272"
"3IN","NA10B9","EK14W1","SL073","Invert Between Cross Passage S07 & S08, West Carriageway, Northbound","L003","06203-L003-SL073","North South Motorway;Southern Tunnels;Invert Between Cross Passage S07 & S08, West Carriageway, Northbound","06203","North South Motorway","L003","3073","SL073","Invert Between Cross Passage S07 & S08, West Carriageway, Northbound","3073","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","273"
"3IN","HT69E5","EK14W1","SL074","Invert Between Cross Passage S07 & S08, East Carriageway, Southbound","L003","06203-L003-SL074","North South Motorway;Southern Tunnels;Invert Between Cross Passage S07 & S08, East Carriageway, Southbound","06203","North South Motorway","L003","3074","SL074","Invert Between Cross Passage S07 & S08, East Carriageway, Southbound","3074","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","278"
"3XP","QF76K8","EK14W1","SN080","Cross Passage S08","L003","06203-L003-SN080","North South Motorway;Southern Tunnels;Cross Passage S08","06203","North South Motorway","L003","3080","SN080","Cross Passage S08","3080","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","279"
"3CW","DP11P2","EK14W1","SL081","Between Cross Passage S08 & S09, West Carriageway, Northbound","L003","06203-L003-SL081","North South Motorway;Southern Tunnels;Between Cross Passage S08 & S09, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL081","Between Cross Passage S08 & S09, West Carriageway, Northbound","3081,3086","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","280"
"3CW","JU97H6","EK14W1","SL082","Between Cross Passage S08 & S09, East Carriageway, Southbound","L003","06203-L003-SL082","North South Motorway;Southern Tunnels;Between Cross Passage S08 & S09, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL082","Between Cross Passage S08 & S09, East Carriageway, Southbound","3082,3087","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","281"
"3IN","GH69Q8","EK14W1","SL083","Invert Between Cross Passage S08 & S09, West Carriageway, Northbound","L003","06203-L003-SL083","North South Motorway;Southern Tunnels;Invert Between Cross Passage S08 & S09, West Carriageway, Northbound","06203","North South Motorway","L003","3083","SL083","Invert Between Cross Passage S08 & S09, West Carriageway, Northbound","3083","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","282"
"3IN","PE33Z4","EK14W1","SL084","Invert Between Cross Passage S08 & S09, East Carriageway, Southbound","L003","06203-L003-SL084","North South Motorway;Southern Tunnels;Invert Between Cross Passage S08 & S09, East Carriageway, Southbound","06203","North South Motorway","L003","3084","SL084","Invert Between Cross Passage S08 & S09, East Carriageway, Southbound","3084","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","283"
"3XP","TD88Q0","EK14W1","SN090","Cross Passage S09","L003","06203-L003-SN090","North South Motorway;Southern Tunnels;Cross Passage S09","06203","North South Motorway","L003","3090","SN090","Cross Passage S09","3090","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","284"
"3CW","MV27I5","EK14W1","SL091","Between Cross Passage S09 & S10, West Carriageway, Northbound","L003","06203-L003-SL091","North South Motorway;Southern Tunnels;Between Cross Passage S09 & S10, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL091","Between Cross Passage S09 & S10, West Carriageway, Northbound","3091,3096","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","285"
"3CW","YT35E4","EK14W1","SL092","Between Cross Passage S09 & S10, East Carriageway, Southbound","L003","06203-L003-SL092","North South Motorway;Southern Tunnels;Between Cross Passage S09 & S10, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL092","Between Cross Passage S09 & S10, East Carriageway, Southbound","3092,3097","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","286"
"3IN","ZS06F9","EK14W1","SL093","Invert Between Cross Passage S09 & S10, West Carriageway, Northbound","L003","06203-L003-SL093","North South Motorway;Southern Tunnels;Invert Between Cross Passage S09 & S10, West Carriageway, Northbound","06203","North South Motorway","L003","3093","SL093","Invert Between Cross Passage S09 & S10, West Carriageway, Northbound","3093","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","287"
"3IN","AG77F3","EK14W1","SL094","Invert Between Cross Passage S09 & S10, East Carriageway, Southbound","L003","06203-L003-SL094","North South Motorway;Southern Tunnels;Invert Between Cross Passage S09 & S10, East Carriageway, Southbound","06203","North South Motorway","L003","3094","SL094","Invert Between Cross Passage S09 & S10, East Carriageway, Southbound","3094","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","288"
"3XP","SJ14J8","EK14W1","SN100","Cross Passage S10","L003","06203-L003-SN100","North South Motorway;Southern Tunnels;Cross Passage S10","06203","North South Motorway","L003","3100","SN100","Cross Passage S10","3100","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","289"
"3CW","JB03C1","EK14W1","SL101","Between Cross Passage S10 & S11, West Carriageway, Northbound","L003","06203-L003-SL101","North South Motorway;Southern Tunnels;Between Cross Passage S10 & S11, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL101","Between Cross Passage S10 & S11, West Carriageway, Northbound","3101,3106","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","290"
"3CW","VK84U4","EK14W1","SL102","Between Cross Passage S10 & S11, East Carriageway, Southbound","L003","06203-L003-SL102","North South Motorway;Southern Tunnels;Between Cross Passage S10 & S11, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL102","Between Cross Passage S10 & S11, East Carriageway, Southbound","3102,3107","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","291"
"3IN","PS69A2","EK14W1","SL103","Invert Between Cross Passage S10 & S11, West Carriageway, Northbound","L003","06203-L003-SL103","North South Motorway;Southern Tunnels;Invert Between Cross Passage S10 & S11, West Carriageway, Northbound","06203","North South Motorway","L003","3103","SL103","Invert Between Cross Passage S10 & S11, West Carriageway, Northbound","3103","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","292"
"3IN","DB65G9","EK14W1","SL104","Invert Between Cross Passage S10 & S11, East Carriageway, Southbound","L003","06203-L003-SL104","North South Motorway;Southern Tunnels;Invert Between Cross Passage S10 & S11, East Carriageway, Southbound","06203","North South Motorway","L003","3104","SL104","Invert Between Cross Passage S10 & S11, East Carriageway, Southbound","3104","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","293"
"3XP","GL60O4","EK14W1","SN110","Cross Passage S11","L003","06203-L003-SN110","North South Motorway;Southern Tunnels;Cross Passage S11","06203","North South Motorway","L003","3110","SN110","Cross Passage S11","3110","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","294"
"3CW","RQ80V5","EK14W1","SL111","Between Cross Passage S11 & S12, West Carriageway, Northbound","L003","06203-L003-SL111","North South Motorway;Southern Tunnels;Between Cross Passage S11 & S12, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL111","Between Cross Passage S11 & S12, West Carriageway, Northbound","3111,3116","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","295"
"3CW","XM83Q1","EK14W1","SL112","Between Cross Passage S11 & S12, East Carriageway, Southbound","L003","06203-L003-SL112","North South Motorway;Southern Tunnels;Between Cross Passage S11 & S12, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL112","Between Cross Passage S11 & S12, East Carriageway, Southbound","3112,3117","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","296"
"3IN","VN66C2","EK14W1","SL113","Invert Between Cross Passage S11 & S12, West Carriageway, Northbound","L003","06203-L003-SL113","North South Motorway;Southern Tunnels;Invert Between Cross Passage S11 & S12, West Carriageway, Northbound","06203","North South Motorway","L003","3113","SL113","Invert Between Cross Passage S11 & S12, West Carriageway, Northbound","3113","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","297"
"3IN","CY17H9","EK14W1","SL114","Invert Between Cross Passage S11 & S12, East Carriageway, Southbound","L003","06203-L003-SL114","North South Motorway;Southern Tunnels;Invert Between Cross Passage S11 & S12, East Carriageway, Southbound","06203","North South Motorway","L003","3114","SL114","Invert Between Cross Passage S11 & S12, East Carriageway, Southbound","3114","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","298"
"3XP","MO52Y1","EK14W1","SN120","Cross Passage S12","L003","06203-L003-SN120","North South Motorway;Southern Tunnels;Cross Passage S12","06203","North South Motorway","L003","3120","SN120","Cross Passage S12","3120","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","299"
"3CW","EX77P1","EK14W1","SL121","Between Cross Passage S12 & S13, West Carriageway, Northbound","L003","06203-L003-SL121","North South Motorway;Southern Tunnels;Between Cross Passage S12 & S13, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL121","Between Cross Passage S12 & S13, West Carriageway, Northbound","3121,3126","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","300"
"3CW","NG03W1","EK14W1","SL122","Between Cross Passage S12 & S13, East Carriageway, Southbound","L003","06203-L003-SL122","North South Motorway;Southern Tunnels;Between Cross Passage S12 & S13, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL122","Between Cross Passage S12 & S13, East Carriageway, Southbound","3122,3127","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","301"
"3IN","ZH33M2","EK14W1","SL123","Invert Between Cross Passage S12 & S13, West Carriageway, Northbound","L003","06203-L003-SL123","North South Motorway;Southern Tunnels;Invert Between Cross Passage S12 & S13, West Carriageway, Northbound","06203","North South Motorway","L003","3123","SL123","Invert Between Cross Passage S12 & S13, West Carriageway, Northbound","3123","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","302"
"3IN","AN07N4","EK14W1","SL124","Invert Between Cross Passage S12 & S13, East Carriageway, Southbound","L003","06203-L003-SL124","North South Motorway;Southern Tunnels;Invert Between Cross Passage S12 & S13, East Carriageway, Southbound","06203","North South Motorway","L003","3124","SL124","Invert Between Cross Passage S12 & S13, East Carriageway, Southbound","3124","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","303"
"3XP","ON22G4","EK14W1","SN130","Cross Passage S13","L003","06203-L003-SN130","North South Motorway;Southern Tunnels;Cross Passage S13","06203","North South Motorway","L003","3130","SN130","Cross Passage S13","3130","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","304"
"3CW","QD67K4","EK14W1","SL131","Between Cross Passage S13 & S14, West Carriageway, Northbound","L003","06203-L003-SL131","North South Motorway;Southern Tunnels;Between Cross Passage S13 & S14, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL131","Between Cross Passage S13 & S14, West Carriageway, Northbound","3131,3136","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","305"
"3CW","QL89V5","EK14W1","SL132","Between Cross Passage S13 & S14, East Carriageway, Southbound","L003","06203-L003-SL132","North South Motorway;Southern Tunnels;Between Cross Passage S13 & S14, East Carriageway, Southbound","06203","North South Motorway","L003","Southern Tunnels","SL132","Between Cross Passage S13 & S14, East Carriageway, Southbound","3132,3137","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","306"
"3IN","QW16H6","EK14W1","SL133","Invert Between Cross Passage S13 & S14, West Carriageway, Northbound","L003","06203-L003-SL133","North South Motorway;Southern Tunnels;Invert Between Cross Passage S13 & S14, West Carriageway, Northbound","06203","North South Motorway","L003","3133","SL133","Invert Between Cross Passage S13 & S14, West Carriageway, Northbound","3133","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","307"
"3IN","WL16X4","EK14W1","SL134","Invert Between Cross Passage S13 & S14, East Carriageway, Southbound","L003","06203-L003-SL134","North South Motorway;Southern Tunnels;Invert Between Cross Passage S13 & S14, East Carriageway, Southbound","06203","North South Motorway","L003","3134","SL134","Invert Between Cross Passage S13 & S14, East Carriageway, Southbound","3134","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_64","Platform tunnels","6/06/2025 4:37 PM","Tay, Bryan","308"
"3XP","TM83N5","EK14W1","SN140","Cross Passage S14","L003","06203-L003-SN140","North South Motorway;Southern Tunnels;Cross Passage S14","06203","North South Motorway","L003","3140","SN140","Cross Passage S14","3140","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_96_18","Crossover tunnels","6/06/2025 4:37 PM","Tay, Bryan","309"
"3CW","KU47T7","EK14W1","SL141","Between Cross Passage S14 & S15, West Carriageway, Northbound","L003","06203-L003-SL141","North South Motorway;Southern Tunnels;Between Cross Passage S14 & S15, West Carriageway, Northbound","06203","North South Motorway","L003","Southern Tunnels","SL141","Between Cross Passage S14 & S15, West Carriageway, Northbound","3141,3146","Co_80_35_75","Road networks","En_80_96_90","Tunnels","SL_80_35_74","Road sections","16/04/2026 11:02 AM","John Marsden-T2D","310"
