"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"In-Tunnel Structures - Precast Road Culvert Steel Support Structure at Portals","No","N/A",,"N/A","No","N/A","TU","307","EF_30_30","Decks","Ss_30_12_85","Structural deck systems","Pr_20_76_51","Metal sections","EF_30_30Ss_30_12_85Pr_20_76_51","3IN","N/A","N/A",,,,"Ryan, Xavier",,,"3277","11/12/2025 12:58 PM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"In-Tunnel Structures - Precast Road Deck Segment","No","N/A",,"N/A","No","N/A","TU","308","EF_30_30","Decks","Ss_30_12_85_70","Reinforced concrete deck systems","Pr_20_76_66_67","Precast deck sections","EF_30_30Ss_30_12_85_70Pr_20_76_66_67","3CW","N/A","N/A",,,,"Tay, Bryan","798",,"272","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"In-Tunnel Structures - Road Infill Concrete","No","N/A",,"N/A","No","N/A","TU","308","EF_37_50","Tunnels and shafts","Ss_37_50_92","Tunnel structure systems","Pr_20_85_14_16","Concrete solid slabs","EF_37_50Ss_37_50_92Pr_20_85_14_16","2T","N/A","N/A",,,,"Ryan, Xavier",,,"3106","29/08/2025 4:14 PM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"In-Tunnel Structures - Steel Supports","No","N/A",,"N/A","No","N/A","TU","308","EF_20_10_30","Framed structures","Ss_30_12_85","Structural deck systems","Pr_20_76_51","Metal sections","EF_20_10_30Ss_30_12_85Pr_20_76_51","2T;2P","N/A","N/A",,,,"Ryan, Xavier",,,"2141","23/07/2025 8:54 AM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"In-Tunnel Structures - Sump Walls","No","N/A",,"No","No","N/A","TU","308","EF_25_10_40","Internal walls","Ss_25_11_16","Concrete wall systems","Pr_20_93_85_14","Concrete solid wall and composite wall units","EF_25_10_40Ss_25_11_16Pr_20_93_85_14","2T","N/A","N/A",,,,"Ryan, Xavier",,,"3188","23/09/2025 5:19 PM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"Invert Tunnel Damper","Yes","ITD","ITD","Yes","No","Model","VA",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94","Vehicular space ventilation systems","Pr_65_65_24","Duct dampers","EF_65_40_94Ss_65_40_94Pr_65_65_24",,"01.05 M&E","01.05.03.02.01 Motorised Relief Dampers",,"Point Asset","Point","James McKinlay-T2D",,,"2846","25/07/2025 3:15 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"Island","No","N/A",,"N/A","No","N/A","PV","230","EF_30_60","Pavements","Ss_30_14_15_16","Concrete paving systems","Pr_20_31_16","Concretes","EF_30_60Ss_30_14_15_16Pr_20_31_16","2; 3","N/A","N/A",,,,"Tay, Bryan","690",,"163","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Isolation Valve","No","IVL","IVL","No","No","Model","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_94_84","Steel gate valves","EF_55_70Ss_55_70Pr_65_54_94_84",,"01.05 M&E","01.05.02.12.08 Deluge Main Section Isolation Valve",,"Point Asset","Point","James McKinlay-T2D",,,"2914","25/07/2025 3:16 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"ITS Control Panel","Yes","ICP","ICP","Yes","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_75_50_18_17","Control panels","EF_75_30_35Ss_75_30_35Pr_75_50_18_17",,"01.05 M&E","01.05.05.05.23 ITS Control Panel",,"Point Asset","Point","James McKinlay-T2D",,,"2961","25/07/2025 3:17 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"ITS Electrical Pole","Yes","IEP","IEP","Yes","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_37_17_50","Mast and pole systems","Pr_20_85_50_90","Traffic signal poles","EF_75_30_35Ss_37_17_50Pr_20_85_50_90",,"01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset",,"James McKinlay-T2D",,,"2997","25/07/2025 3:18 PM","21/05/2026 11:26 AM","Bird, Cheyne"
"ITS Intelligent Transport System Cabinet","Yes","ITS","ITS","Yes","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_80_77_28_21","Data equipment cabinets","EF_75_30_35Ss_75_30_35Pr_80_77_28_21",,"01.05 M&E","01.05.05.05.19 Roadside Cabinets",,"Point Asset","Point","James McKinlay-T2D",,,"2962","25/07/2025 3:17 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"ITS Support","No","N/A",,"No","No","N/A","RS","141","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86","Surveillance cameras, monitors and ancillaries","EF_75_40_53Ss_75_40_53_86Pr_60_75_86",,"N/A","N/A",,,,"Dela Cruz, Cyrel",,,"3233","12/11/2025 1:49 PM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"ITS Support BR","No","N/A",,"N/A","No","N/A","BR","121","EF_75_40_53","Monitoring","Ss_75_40_53_86","Surveillance CCTV systems","Pr_60_75_86","Surveillance cameras, monitors and ancillaries","EF_75_40_53Ss_75_40_53_86Pr_60_75_86",,"N/A","N/A",,,,"Dela Cruz, Cyrel",,,"3572","20/04/2026 8:42 AM","15/06/2026 3:35 PM","Bird, Cheyne"
"Jersey Barriers","Yes","JEB","JEB","No","No","Model","FN","248","EF_25_55","Barriers","Ss_25_16_94","Vehicle restraint systems","Pr_25_71_57_18","Concrete safety barrier panels","EF_25_55Ss_25_16_94Pr_25_71_57_18","2; 3","01.03 Roadside","01.03.03.01.04  Jersey Barriers",,"Point Asset","Line","Tay, Bryan","732",,"206","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Jet Fan Frame","Yes","JFF","JFF","Yes","No","Unsure","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94_90","Tunnel ventilation systems","Pr_20_76_51","Metal sections","EF_65_40_94Ss_65_40_94_90Pr_20_76_51",,"01.05 M&E","01.05.03.01.01 Jet Fans (JTF)",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3266","9/12/2025 8:33 AM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Jet Fans","Yes","JTF","JTF","Yes","No","Model","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94_90","Tunnel ventilation systems","Pr_65_67_29_44","Jet fans","EF_65_40_94Ss_65_40_94_90Pr_65_67_29_44",,"01.05 M&E","01.05.03.01.01 Jet Fans (JTF)",,"Point Asset","Point","James McKinlay-T2D",,,"2819","25/07/2025 3:15 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Junction Box (LV)","Yes","PJB","PJB","No","No","Model","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_80_77_28_08","Cable junction boxes","EF_70_30_45Ss_70_30_45_45Pr_80_77_28_08",,"01.05 M&E","01.05.01.03.15 Junction Box (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2622","25/07/2025 3:11 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Kerb","Yes","KRB","KRB","No","No","Model","FN","221","EF_30_60_95","Vehicular pavements","Ss_30_60_45_15","Concrete kerb systems","Pr_25_93_60_12","Combined drainage and kerb units","EF_30_60_95Ss_30_60_45_15Pr_25_93_60_12","2; 3","01.02 Drainage","01.02.01.01.01 Kerb and Gutters",,"Linear Referenced Asset","Line","Tay, Bryan","670",,"143","13/05/2025 5:18 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Kerb and Gutters ","Yes","KRB","KRB","No","No","Model","FN","221","EF_30_60_95","Vehicular pavements","Ss_30_60_45_15","Concrete kerb systems","Pr_25_93_60_12","Combined drainage and kerb units","EF_30_60_95Ss_30_60_45_15Pr_25_93_60_12","2; 3","01.02 Drainage","01.02.01.01.01 Kerb and Gutters",,"Linear Referenced Asset","Line","Tay, Bryan","669",,"142","13/05/2025 5:18 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Kerb ramp","No","N/A",,"N/A","No","N/A","FN","221","EF_30_60_95","Vehicular pavements","Ss_30_60_45_15","Concrete kerb systems","Pr_25_93_45_18","Concrete kerbs","EF_30_60_95Ss_30_60_45_15Pr_25_93_45_18","2; 3","N/A","N/A",,,,"Tay, Bryan","668",,"141","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"KEYBOARD VIDEO MOUSE CONSOLE","Yes","KVM","KVM","Yes","No","Unsure","PA",,"EF_75_10_68","Public communications","Ss_75_10_68_68","Public address systems","Pr_70_75_20","Data communication products","EF_75_10_68Ss_75_10_68_68Pr_70_75_20",,"01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3646","15/05/2026 2:35 PM","20/05/2026 5:05 PM","Gunagi, Pooja"
"Keyboard, Monitor, Mouse","Yes","KMM","KMM","Yes","No","Unsure","CP",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_15","Computers and peripherals","EF_75_30_35Ss_75_30_35Pr_70_75_15",,"01.05 M&E","N/A",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3293","19/12/2025 8:46 AM","21/05/2026 5:01 PM","James McKinlay-T2D"
"Keyboard, Video, Mouse","Yes","KVM","KVM","Yes","No","Unsure","CP",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_15","Computers and peripherals","EF_75_30_35Ss_75_30_35Pr_70_75_15",,"01.05 M&E","N/A",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3292","19/12/2025 8:46 AM","21/05/2026 5:01 PM","James McKinlay-T2D"
"Knife Gate Valve","Yes","KGV","KGV","Yes","No","Unsure","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_94_45","Knife gate valves","EF_55_70Ss_55_70Pr_65_54_94_45",,"01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3304","14/01/2026 12:32 PM","20/05/2026 5:05 PM","Gunagi, Pooja"
"Lane use management signs","Yes","LUMS","LUMS","Yes","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_72_50","Motorway lane signals","EF_75_30_35Ss_75_30_35Pr_70_75_72_50",,"01.05 M&E","01.05.05.05.10 Lane Use Management Signs",,"Point Asset","Point","James McKinlay-T2D",,,"2963","25/07/2025 3:17 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Layer 2 Managed Ethernet Switch","Yes","ESW","ESW","Yes","No","Unsure","CP",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_20","Data communication products","EF_75_30_35Ss_75_30_35Pr_70_75_20",,"01.05 M&E","01.05.05.02.02 PMCS Hardware",,"Point Asset","Point","James McKinlay-T2D",,,"3141","16/09/2025 9:56 AM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Layer 3 Core Ethernet Switch","Yes","SCE","SCE","Yes","No","Unsure","CD",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_70_75_20","Data communication products","EF_75_30_35Ss_75_30_35Pr_70_75_20",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset","Point","James McKinlay-T2D",,,"3148","16/09/2025 9:56 AM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Level Indicating Device","No","LID","LID","No","No","Unsure","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_50_47","Liquid level sensors","EF_75_50_28Ss_75_50_28_29Pr_75_50_47",,"01.05 M&E","01.05.02.01.01 Fire Detection and Control System",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3216","21/10/2025 3:29 PM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Level Indicating Transmitter","Yes","LIT","LIT","Yes","No","Model","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_75_50_47_97","Water level sensors","EF_55_70Ss_55_70Pr_75_50_47_97",,"01.05 M&E","01.05.04.10.07 Level Indicating Transmitter",,"Point Asset","Point","James McKinlay-T2D",,,"2879","25/07/2025 3:15 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Level Switch","Yes","LWV","LWV","Yes","No","Unsure","FS",,"EF_55_30","Fire-extinguishing supply","Ss_55_30","Fire-extinguishing systems","Pr_65_54_30","Firefighting valves and devices","EF_55_30Ss_55_30Pr_65_54_30",,"01.05 M&E","01.05.04.10.07 Level Indicating Transmitter",,"Point Asset","Point","James McKinlay-T2D",,,"2762","25/07/2025 3:14 PM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Lifts","Yes","ELV","ELV","Yes","No","Model","AR","335","EF_80_50","Lifts","Ss_80_50_60_26","Electric passenger and goods-passenger lift systems","Pr_80_77_46_32","Free-standing self-supporting lift shafts","EF_80_50Ss_80_50_60_26Pr_80_77_46_32","3FC","01.04 Structures","01.04.04.02.06 Lifts",,"Point Asset","Point","Tay, Bryan","832",,"307","13/05/2025 5:19 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Light Switch","Yes","LSW","LSW","Yes","No","Model","LE",,"EF_70_80","Lighting","Ss_70_80_33","General lighting systems","Pr_65_72_97_46","Light switches","EF_70_80Ss_70_80_33Pr_65_72_97_46",,"01.05 M&E","01.05.05.05.31 Switch",,"Point Asset","Point","James McKinlay-T2D",,,"3031","25/07/2025 3:19 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"Lighting - Cabinets and Niche","No","LTN","LTN","No","No","Model","LT",,"EF_70_80","Lighting","Ss_70_80","Lighting systems","Pr_75_50_18_93","Utility supply control panels","EF_70_80Ss_70_80Pr_75_50_18_93","2; 3","01.05 M&E","01.05.06.01.14 Lighting - Cabinets and Niche",,"Point Asset","Point","James McKinlay-T2D",,,"3023","25/07/2025 3:19 PM","19/06/2026 1:02 PM","Taylor, Daniel"
"Lighting Conduit","No","N/A",,"N/A","No","N/A","LT","242","EF_70_80","Lighting","Ss_70_80_33","General lighting systems","Pr_65_70_11_09","Buried conduit","EF_70_80Ss_70_80_33Pr_65_70_11_09","2; 3","N/A","N/A",,,,"Tay, Bryan","693",,"166","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Lighting Conduit (On Bridges)","No","N/A",,"N/A","No","N/A","BR","121","EF_70_80","Lighting","Ss_70_80_33","General lighting systems","PR_65_70_11","Cable management and accessories","EF_70_80Ss_70_80_33PR_65_70_11",,"N/A","N/A",,,,"Dela Cruz, Cyrel",,,"3225","5/11/2025 8:25 AM","20/05/2026 3:53 PM","Muhammad Abid-T2D"
"Lighting Control Panel","Yes","LCP","LCP","Yes","No","Model","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_75_50_18_93","Utility supply control panels","EF_70_30_45Ss_70_30_45_45Pr_75_50_18_93",,"01.05 M&E","01.05.06.01.01 Tunnel Lighting Control Panel",,"Point Asset","Point","James McKinlay-T2D",,,"3017","25/07/2025 3:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lighting Junction Box","No","LJB","LJB","No","No","Model","LT",,"EF_70_80","Lighting","Ss_70_80","Lighting systems","Pr_80_77_28_08","Cable junction boxes","EF_70_80Ss_70_80Pr_80_77_28_08","2; 3","01.05 M&E","01.05.06.01.15 Lighting Junction Box",,"Point Asset","Point","James McKinlay-T2D",,,"3019","25/07/2025 3:19 PM","19/06/2026 1:02 PM","Taylor, Daniel"
"Lighting Junction Box - Structure Mounted","Yes","PJB","PJB","No","No","Model","LT","243","EF_70_30_10","Cable management","Ss_70_80_33","General lighting systems","Pr_80_77_28_08","Cable junction boxes","EF_70_30_10Ss_70_80_33Pr_80_77_28_08","2; 3","01.05 M&E","01.05.01.03.15 Junction Box (LV)",,"Point Asset","Point","Tay, Bryan","701",,"174","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"Lighting Junction Box (Bridge)","Yes","LJB","LJB","No","No","Model","BR","121","EF_70_80","Lighting","Ss_70_80","Lighting systems","Pr_80_77_28_08","Cable junction boxes","EF_70_80Ss_70_80Pr_80_77_28_08","3BAP; 3BDE; 3BAB; 3BSP; 3BPI","01.05 M&E","01.05.06.01.15 Lighting Junction Box",,"Point Asset","Point","Dela Cruz, Cyrel",,,"3178","18/09/2025 9:52 AM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lighting Junction Box (RS)","Yes","LJB","LJB","No","No","Model","RS","141","EF_70_80","Lighting","Ss_70_80","Lighting systems","Pr_80_77_28_08","Cable junction boxes","EF_70_80Ss_70_80Pr_80_77_28_08","3BAP; 3BDE; 3BAB; 3BSP; 3BPI","01.05 M&E","01.05.06.01.15 Lighting Junction Box",,"Point Asset","Point","Bird, Cheyne",,,"3464","30/03/2026 12:50 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lighting Pit (HV)","Yes","LTP","LTP","No","No","Model","LT","242","EF_70_80","Lighting","Ss_70_30_35_35","High-voltage distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_80Ss_70_30_35_35Pr_65_52_25_15",,"01.05 M&E","01.05.01.01.03 Cable Pits (HV)",,"Point Asset","Point","Bird, Cheyne",,,"548","17/06/2025 11:52 AM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lighting Pit (LV)","Yes","LTP","LTP","No","No","Model","LT","242","EF_70_80","Lighting","Ss_70_80_33","General lighting systems","Pr_65_52_25_15","Concrete catch pits","EF_70_80Ss_70_80_33Pr_65_52_25_15","2; 3","01.05 M&E","01.05.01.03.03 Cable Pits (LV)",,"Point Asset","Point","Tay, Bryan","692",,"165","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lighting Pole (Not for Roads)","Yes","RL","RL","No","No","Model","LT","243","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_80_77_48_80","Steel lighting columns","EF_70_80Ss_70_80_25_70Pr_80_77_48_80","2; 3","01.05 M&E","01.05.06.01.12 Surface Road and Interchange Lighting",,"Point Asset","Point","Tay, Bryan","702",,"175","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"Lighting Pole (on Bridges)","Yes","RL","RL","Yes","No","Model","BR","121","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_80_77_48_80","Steel lighting columns","EF_70_80Ss_70_80_25_70Pr_80_77_48_80","2; 3BDE; 3BAP","01.05 M&E","01.05.06.01.12 Surface Road and Interchange Lighting",,"Point Asset","Point","Tay, Bryan","702",,"3167","16/09/2025 2:57 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Lighting Pole (RS)","Yes","RL","RL","Yes","No","Model","RS","141","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_80_77_48_80","Steel lighting columns","EF_70_80Ss_70_80_25_70Pr_80_77_48_80",,"01.05 M&E","01.05.06.01.12 Surface Road and Interchange Lighting",,"Point Asset","Point","Dela Cruz, Cyrel",,,"3230","12/11/2025 12:22 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Lightning Protection","Yes","LPR","LPR","Yes","No","Model","EB",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25_45","Lightning protection systems","Pr_65_70_46","Lightning protection and earthing components","EF_70_30_45Ss_70_30_25_45Pr_65_70_46",,"01.05 M&E","01.05.01.08.01 Lightning Protection",,"Point Asset","Point","James McKinlay-T2D",,,"2607","25/07/2025 3:11 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Lightning Protection System - Air Terminal","Yes","LPR","LPR","Yes","No","Model","EB","510","EF_70","Electrical power and lighting functions","Ss_70_30_25_45","Lightning protection systems","Pr_65_70_46_01","Air terminals","EF_70Ss_70_30_25_45Pr_65_70_46_01","3FC","01.05 M&E","01.05.01.08.01 Lightning Protection",,"Point Asset","Point","Tay, Bryan","961",,"436","13/05/2025 5:59 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"LIGHTNING PROTECTION SYSTEM (RR)","Yes","LPS","LPS","Yes","No","Unsure","RR",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_65_70_46","Lightning protection and earthing components","EF_75_10_21Ss_75_10_21_21Pr_65_70_46",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3636","15/05/2026 1:29 PM","20/05/2026 5:05 PM","Gunagi, Pooja"
"Limit Switch","Yes","LMT","LMT","Yes","No","Unsure","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_51_17_75","Safety limit switches","EF_65_80Ss_65_80Pr_75_51_17_75",,"01.05 M&E","01.05.05.05.31 Switch",,"Point Asset","Point","James McKinlay-T2D",,,"2847","25/07/2025 3:15 PM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Line Level Converter","Yes","LLC","LLC","Yes","No","Unsure","PA",,"EF_75_10_68","Public communications","Ss_75_10_68_68","Public address systems","Pr_70_75_20","Data communication products","EF_75_10_68Ss_75_10_68_68Pr_70_75_20",,"01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3387","17/02/2026 8:48 AM","20/05/2026 5:05 PM","Gunagi, Pooja"
"Linear Alcove Light","Yes","LLD","LLD","Yes","No","Model","LE",,"EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_70_70_48_85","Surface luminaires","EF_70_80Ss_70_80_25_70Pr_70_70_48_85",,"01.05 M&E","01.05.06.01.08 Linear LED Luminaire",,"Point Asset","Point","James McKinlay-T2D",,,"3020","25/07/2025 3:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Linear Heat Detector","Yes","LHD","LHD","Yes","No","Model","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_47","Linear heat detectors","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_47",,"01.05 M&E","01.05.02.01.13 Linear Heat Detector",,"Point Asset","Point","James McKinlay-T2D",,,"2705","25/07/2025 3:13 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Linear Heat Detector Controller","Yes","LHC","LHC","Yes","No","Unsure","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30","Fire detection and alarm devices and control equipment","EF_75_50_28Ss_75_50_28_29Pr_75_80_30",,"01.05 M&E","01.05.02.01.13 Linear Heat Detector",,"Point Asset","Point","James McKinlay-T2D",,,"2763","25/07/2025 3:14 PM","20/05/2026 5:04 PM","Gunagi, Pooja"
"Linear Heat Fibre Optic Cable","No","HOC","HOC","No","No","Model","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_65_70_15_58","Optical fibre cables","EF_75_50_28Ss_75_50_28_29Pr_65_70_15_58",,"01.05 M&E","01.05.02.01.05 Fibre Optic Heat Detection System",,"Point Asset","Line","James McKinlay-T2D",,,"2764","25/07/2025 3:14 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"Live Line Indicator","No","LLI","LLI","No","No","Unsure","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27",,"01.05 M&E","01.05.01.01.05 Instrumentation & Meters (HV)",,"Point Asset","Point","James McKinlay-T2D",,,"2646","25/07/2025 3:13 PM","20/05/2026 5:03 PM","Gunagi, Pooja"
"Local Isolator","No","ISO","ISO","No","No","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_48_47","Low-voltage switch-disconnectors","EF_70_30_45Ss_70_30_45_45Pr_60_70_48_47",,"01.05 M&E","01.05.01.03.14 Isolation Breaker (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2665","25/07/2025 3:13 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"Longitudinal Line Marking","Yes","LLM","LLM","No","No","Model","GD",,"EF_40_10","Signage","Ss_40_10_90","Traffic signage and marking systems","Pr_35_31_85_88","Thermoplastic line markings","EF_40_10Ss_40_10_90Pr_35_31_85_88","1","01.01 Roads","01.01.03.01.01 Longitudinal Line Marking ",,"Linear Feature","Line","Tay, Bryan","950",,"425","13/05/2025 5:21 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
